date,hour,economic_dr_bid_count,peak_dr_bid_count,dust_dr_bid_count,economic_dr_award_count,peak_dr_award_count,dust_dr_award_count
2020-10-19,9,9,0,0,9,0,0
2020-10-19,10,10,0,0,10,0,0
2020-10-19,11,11,0,0,2,0,0
2020-10-19,12,10,0,0,0,0,0
2020-10-19,13,6,0,0,0,0,0
2020-10-19,14,10,0,0,0,0,0
2020-10-19,15,11,0,0,0,0,0
2020-10-19,16,11,0,0,0,0,0
2020-10-19,17,10,0,0,0,0,0
2020-10-19,18,9,0,0,9,0,0
2020-10-19,19,9,0,0,9,0,0
2020-10-19,20,7,0,0,0,0,0
2020-10-19,21,7,0,0,0,0,0
2020-10-19,22,7,0,0,0,0,0
2020-10-19,23,7,0,0,0,0,0
2020-10-19,24,6,0,0,0,0,0
2020-10-20,1,4,0,0,0,0,0
2020-10-20,2,4,0,0,0,0,0
2020-10-20,3,4,0,0,0,0,0
2020-10-20,4,4,0,0,0,0,0
2020-10-20,5,4,0,0,0,0,0
2020-10-20,6,5,0,0,0,0,0
2020-10-20,7,5,0,0,0,0,0
2020-10-20,8,7,0,0,0,0,0
2020-10-20,9,10,0,0,7,0,0
2020-10-20,10,11,0,0,0,0,0
2020-10-20,11,10,0,0,0,0,0
2020-10-20,12,11,0,0,0,0,0
2020-10-20,13,7,0,0,0,0,0
2020-10-20,14,12,0,0,0,0,0
2020-10-20,15,12,0,0,0,0,0
2020-10-20,16,12,0,0,0,0,0
2020-10-20,17,11,0,0,0,0,0
2020-10-20,18,10,0,0,7,0,0
2020-10-20,19,10,0,0,7,0,0
2020-10-20,20,9,0,0,0,0,0
2020-10-20,21,8,0,0,0,0,0
2020-10-20,22,6,0,0,0,0,0
2020-10-20,23,6,0,0,0,0,0
2020-10-20,24,6,0,0,0,0,0
2020-10-21,1,5,0,0,0,0,0
2020-10-21,2,5,0,0,0,0,0
2020-10-21,3,5,0,0,0,0,0
2020-10-21,4,5,0,0,0,0,0
2020-10-21,5,5,0,0,0,0,0
2020-10-21,6,5,0,0,0,0,0
2020-10-21,7,5,0,0,0,0,0
2020-10-21,8,7,0,0,0,0,0
2020-10-21,9,8,0,0,0,0,0
2020-10-21,10,8,0,0,0,0,0
2020-10-21,11,10,0,0,0,0,0
2020-10-21,12,10,0,0,0,0,0
2020-10-21,13,6,0,0,0,0,0
2020-10-21,14,10,0,0,0,0,0
2020-10-21,15,11,0,0,0,0,0
2020-10-21,16,11,0,0,0,0,0
2020-10-21,17,12,0,0,9,0,0
2020-10-21,18,11,0,0,0,0,0
2020-10-21,19,10,0,0,0,0,0
2020-10-21,20,10,0,0,0,0,0
2020-10-21,21,9,0,0,0,0,0
2020-10-21,22,9,0,0,0,0,0
2020-10-21,23,9,0,0,0,0,0
2020-10-21,24,9,0,0,0,0,0
2020-10-22,1,6,0,0,0,0,0
2020-10-22,2,6,0,0,0,0,0
2020-10-22,3,6,0,0,0,0,0
2020-10-22,4,6,0,0,0,0,0
2020-10-22,5,6,0,0,0,0,0
2020-10-22,6,5,0,0,0,0,0
2020-10-22,7,5,0,0,0,0,0
2020-10-22,8,7,0,0,0,0,0
2020-10-22,9,9,0,0,0,0,0
2020-10-22,10,12,0,0,0,0,0
2020-10-22,11,12,0,0,0,0,0
2020-10-22,12,13,0,0,0,0,0
2020-10-22,13,8,0,0,0,0,0
2020-10-22,14,15,0,0,0,0,0
2020-10-22,15,16,0,0,0,0,0
2020-10-22,16,16,0,0,0,0,0
2020-10-22,17,14,0,0,14,0,0
2020-10-22,18,12,0,0,8,0,0
2020-10-22,19,12,0,0,0,0,0
2020-10-22,20,12,0,0,0,0,0
2020-10-22,21,10,0,0,0,0,0
2020-10-22,22,10,0,0,0,0,0
2020-10-22,23,10,0,0,0,0,0
2020-10-22,24,10,0,0,0,0,0
2020-10-23,1,7,0,0,0,0,0
2020-10-23,2,7,0,0,0,0,0
2020-10-23,3,7,0,0,0,0,0
2020-10-23,4,7,0,0,0,0,0
2020-10-23,5,7,0,0,0,0,0
2020-10-23,6,7,0,0,0,0,0
2020-10-23,7,8,0,0,0,0,0
2020-10-23,8,8,0,0,0,0,0
2020-10-23,9,9,0,0,9,0,0
2020-10-23,10,10,0,0,0,0,0
2020-10-23,11,11,0,0,0,0,0
2020-10-23,12,11,0,0,0,0,0
2020-10-23,13,9,0,0,0,0,0
2020-10-23,14,12,0,0,0,0,0
2020-10-23,15,13,0,0,0,0,0
2020-10-23,16,13,0,0,0,0,0
2020-10-23,17,12,0,0,0,0,0
2020-10-23,18,10,0,0,2,0,0
2020-10-23,19,9,0,0,0,0,0
2020-10-23,20,9,0,0,0,0,0
2020-10-23,21,9,0,0,0,0,0
2020-10-23,22,8,0,0,0,0,0
2020-10-23,23,8,0,0,0,0,0
2020-10-23,24,7,0,0,0,0,0
2020-10-24,1,0,0,0,0,0,0
2020-10-24,2,0,0,0,0,0,0
2020-10-24,3,0,0,0,0,0,0
2020-10-24,4,0,0,0,0,0,0
2020-10-24,5,0,0,0,0,0,0
2020-10-24,6,0,0,0,0,0,0
2020-10-24,7,0,0,0,0,0,0
2020-10-24,8,0,0,0,0,0,0
2020-10-24,9,0,0,0,0,0,0
2020-10-24,10,0,0,0,0,0,0
2020-10-24,11,0,0,0,0,0,0
2020-10-24,12,0,0,0,0,0,0
2020-10-24,13,0,0,0,0,0,0
2020-10-24,14,0,0,0,0,0,0
2020-10-24,15,0,0,0,0,0,0
2020-10-24,16,0,0,0,0,0,0
2020-10-24,17,0,0,0,0,0,0
2020-10-24,18,0,0,0,0,0,0
2020-10-24,19,0,0,0,0,0,0
2020-10-24,20,0,0,0,0,0,0
2020-10-24,21,0,0,0,0,0,0
2020-10-24,22,0,0,0,0,0,0
2020-10-24,23,0,0,0,0,0,0
2020-10-24,24,0,0,0,0,0,0
2020-10-25,1,0,0,0,0,0,0
2020-10-25,2,0,0,0,0,0,0
2020-10-25,3,0,0,0,0,0,0
2020-10-25,4,0,0,0,0,0,0
2020-10-25,5,0,0,0,0,0,0
2020-10-25,6,0,0,0,0,0,0
2020-10-25,7,0,0,0,0,0,0
2020-10-25,8,0,0,0,0,0,0
2020-10-25,9,0,0,0,0,0,0
2020-10-25,10,0,0,0,0,0,0
2020-10-25,11,0,0,0,0,0,0
2020-10-25,12,0,0,0,0,0,0
2020-10-25,13,0,0,0,0,0,0
2020-10-25,14,0,0,0,0,0,0
2020-10-25,15,0,0,0,0,0,0
2020-10-25,16,0,0,0,0,0,0
2020-10-25,17,0,0,0,0,0,0
2020-10-25,18,0,0,0,0,0,0
2020-10-25,19,0,0,0,0,0,0
2020-10-25,20,0,0,0,0,0,0
2020-10-25,21,0,0,0,0,0,0
2020-10-25,22,0,0,0,0,0,0
2020-10-25,23,0,0,0,0,0,0
2020-10-25,24,0,0,0,0,0,0
2020-10-26,1,6,0,0,0,0,0
2020-10-26,2,6,0,0,0,0,0
2020-10-26,3,6,0,0,0,0,0
2020-10-26,4,6,0,0,0,0,0
2020-10-26,5,6,0,0,0,0,0
2020-10-26,6,6,0,0,0,0,0
2020-10-26,7,6,0,0,0,0,0
2020-10-26,8,9,0,0,0,0,0
2020-10-26,9,10,0,0,8,0,0
2020-10-26,10,12,0,0,2,0,0
2020-10-26,11,12,0,0,1,0,0
2020-10-26,12,12,0,0,0,0,0
2020-10-26,13,8,0,0,0,0,0
2020-10-26,14,10,0,0,0,0,0
2020-10-26,15,10,0,0,1,0,0
2020-10-26,16,9,0,0,1,0,0
2020-10-26,17,9,0,0,0,0,0
2020-10-26,18,9,0,0,7,0,0
2020-10-26,19,8,0,0,6,0,0
2020-10-26,20,7,0,0,0,0,0
2020-10-26,21,5,0,0,0,0,0
2020-10-26,22,6,0,0,1,0,0
2020-10-26,23,6,0,0,0,0,0
2020-10-26,24,5,0,0,0,0,0
2020-10-27,1,5,0,0,0,0,0
2020-10-27,2,5,0,0,0,0,0
2020-10-27,3,5,0,0,0,0,0
2020-10-27,4,5,0,0,0,0,0
2020-10-27,5,5,0,0,0,0,0
2020-10-27,6,5,0,0,0,0,0
2020-10-27,7,5,0,0,0,0,0
2020-10-27,8,6,0,0,0,0,0
2020-10-27,9,8,0,0,5,0,0
2020-10-27,10,8,0,0,0,0,0
2020-10-27,11,8,0,0,0,0,0
2020-10-27,12,7,0,0,0,0,0
2020-10-27,13,4,0,0,0,0,0
2020-10-27,14,9,0,0,0,0,0
2020-10-27,15,9,0,0,1,0,0
2020-10-27,16,8,0,0,0,0,0
2020-10-27,17,8,0,0,0,0,0
2020-10-27,18,8,0,0,0,0,0
2020-10-27,19,8,0,0,0,0,0
2020-10-27,20,7,0,0,0,0,0
2020-10-27,21,6,0,0,0,0,0
2020-10-27,22,6,0,0,0,0,0
2020-10-27,23,6,0,0,0,0,0
2020-10-27,24,6,0,0,0,0,0
2020-10-28,1,5,0,0,0,0,0
2020-10-28,2,5,0,0,0,0,0
2020-10-28,3,5,0,0,0,0,0
2020-10-28,4,5,0,0,0,0,0
2020-10-28,5,5,0,0,0,0,0
2020-10-28,6,5,0,0,0,0,0
2020-10-28,7,5,0,0,0,0,0
2020-10-28,8,5,0,0,0,0,0
2020-10-28,9,8,0,0,7,0,0
2020-10-28,10,8,0,0,0,0,0
2020-10-28,11,9,0,0,0,0,0
2020-10-28,12,10,0,0,0,0,0
2020-10-28,13,6,0,0,0,0,0
2020-10-28,14,10,0,0,0,0,0
2020-10-28,15,11,0,0,0,0,0
2020-10-28,16,10,0,0,0,0,0
2020-10-28,17,10,0,0,8,0,0
2020-10-28,18,11,0,0,8,0,0
2020-10-28,19,12,0,0,8,0,0
2020-10-28,20,9,0,0,0,0,0
2020-10-28,21,7,0,0,0,0,0
2020-10-28,22,7,0,0,0,0,0
2020-10-28,23,6,0,0,0,0,0
2020-10-28,24,6,0,0,0,0,0
2020-10-29,1,4,0,0,0,0,0
2020-10-29,2,4,0,0,0,0,0
2020-10-29,3,4,0,0,0,0,0
2020-10-29,4,4,0,0,0,0,0
2020-10-29,5,4,0,0,0,0,0
2020-10-29,6,4,0,0,0,0,0
2020-10-29,7,6,0,0,0,0,0
2020-10-29,8,6,0,0,0,0,0
2020-10-29,9,5,0,0,2,0,0
2020-10-29,10,6,0,0,0,0,0
2020-10-29,11,7,0,0,0,0,0
2020-10-29,12,8,0,0,0,0,0
2020-10-29,13,5,0,0,0,0,0
2020-10-29,14,8,0,0,0,0,0
2020-10-29,15,8,0,0,0,0,0
2020-10-29,16,8,0,0,0,0,0
2020-10-29,17,6,0,0,0,0,0
2020-10-29,18,9,0,0,0,0,0
2020-10-29,19,8,0,0,0,0,0
2020-10-29,20,8,0,0,0,0,0
2020-10-29,21,6,0,0,0,0,0
2020-10-29,22,7,0,0,0,0,0
2020-10-29,23,5,0,0,0,0,0
2020-10-29,24,6,0,0,0,0,0
2020-10-30,1,6,0,0,0,0,0
2020-10-30,2,5,0,0,0,0,0
2020-10-30,3,5,0,0,0,0,0
2020-10-30,4,5,0,0,0,0,0
2020-10-30,5,5,0,0,0,0,0
2020-10-30,6,5,0,0,0,0,0
2020-10-30,7,7,0,0,0,0,0
2020-10-30,8,8,0,0,0,0,0
2020-10-30,9,9,0,0,9,0,0
2020-10-30,10,9,0,0,0,0,0
2020-10-30,11,10,0,0,0,0,0
2020-10-30,12,10,0,0,0,0,0
2020-10-30,13,8,0,0,0,0,0
2020-10-30,14,10,0,0,0,0,0
2020-10-30,15,10,0,0,0,0,0
2020-10-30,16,11,0,0,0,0,0
2020-10-30,17,12,0,0,0,0,0
2020-10-30,18,11,0,0,11,0,0
2020-10-30,19,10,0,0,10,0,0
2020-10-30,20,10,0,0,4,0,0
2020-10-30,21,11,0,0,0,0,0
2020-10-30,22,11,0,0,2,0,0
2020-10-30,23,9,0,0,0,0,0
2020-10-30,24,8,0,0,3,0,0
2020-10-31,1,0,0,0,0,0,0
2020-10-31,2,0,0,0,0,0,0
2020-10-31,3,0,0,0,0,0,0
2020-10-31,4,0,0,0,0,0,0
2020-10-31,5,0,0,0,0,0,0
2020-10-31,6,0,0,0,0,0,0
2020-10-31,7,0,0,0,0,0,0
2020-10-31,8,0,0,0,0,0,0
2020-10-31,9,0,0,0,0,0,0
2020-10-31,10,0,0,0,0,0,0
2020-10-31,11,0,0,0,0,0,0
2020-10-31,12,0,0,0,0,0,0
2020-10-31,13,0,0,0,0,0,0
2020-10-31,14,0,0,0,0,0,0
2020-10-31,15,0,0,0,0,0,0
2020-10-31,16,0,0,0,0,0,0
2020-10-31,17,0,0,0,0,0,0
2020-10-31,18,0,0,0,0,0,0
2020-10-31,19,0,0,0,0,0,0
2020-10-31,20,0,0,0,0,0,0
2020-10-31,21,0,0,0,0,0,0
2020-10-31,22,0,0,0,0,0,0
2020-10-31,23,0,0,0,0,0,0
2020-10-31,24,0,0,0,0,0,0
2020-11-01,1,0,0,0,0,0,0
2020-11-01,2,0,0,0,0,0,0
2020-11-01,3,0,0,0,0,0,0
2020-11-01,4,0,0,0,0,0,0
2020-11-01,5,0,0,0,0,0,0
2020-11-01,6,0,0,0,0,0,0
2020-11-01,7,0,0,0,0,0,0
2020-11-01,8,0,0,0,0,0,0
2020-11-01,9,0,0,0,0,0,0
2020-11-01,10,0,0,0,0,0,0
2020-11-01,11,0,0,0,0,0,0
2020-11-01,12,0,0,0,0,0,0
2020-11-01,13,0,0,0,0,0,0
2020-11-01,14,0,0,0,0,0,0
2020-11-01,15,0,0,0,0,0,0
2020-11-01,16,0,0,0,0,0,0
2020-11-01,17,0,0,0,0,0,0
2020-11-01,18,0,0,0,0,0,0
2020-11-01,19,0,0,0,0,0,0
2020-11-01,20,0,0,0,0,0,0
2020-11-01,21,0,0,0,0,0,0
2020-11-01,22,0,0,0,0,0,0
2020-11-01,23,0,0,0,0,0,0
2020-11-01,24,0,0,0,0,0,0
2020-11-02,1,6,0,0,0,0,0
2020-11-02,2,6,0,0,0,0,0
2020-11-02,3,6,0,0,0,0,0
2020-11-02,4,5,0,0,0,0,0
2020-11-02,5,5,0,0,0,0,0
2020-11-02,6,6,0,0,0,0,0
2020-11-02,7,6,0,0,0,0,0
2020-11-02,8,7,0,0,0,0,0
2020-11-02,9,11,0,0,9,0,0
2020-11-02,10,15,0,0,0,0,0
2020-11-02,11,14,0,0,0,0,0
2020-11-02,12,13,0,0,0,0,0
2020-11-02,13,10,0,0,0,0,0
2020-11-02,14,12,0,0,0,0,0
2020-11-02,15,13,0,0,0,0,0
2020-11-02,16,12,0,0,0,0,0
2020-11-02,17,11,0,0,0,0,0
2020-11-02,18,11,0,0,7,0,0
2020-11-02,19,11,0,0,9,0,0
2020-11-02,20,11,0,0,0,0,0
2020-11-02,21,8,0,0,0,0,0
2020-11-02,22,9,0,0,0,0,0
2020-11-02,23,9,0,0,0,0,0
2020-11-02,24,8,0,0,0,0,0
2020-11-03,1,5,0,0,0,0,0
2020-11-03,2,6,0,0,0,0,0
2020-11-03,3,6,0,0,0,0,0
2020-11-03,4,6,0,0,0,0,0
2020-11-03,5,6,0,0,0,0,0
2020-11-03,6,6,0,0,0,0,0
2020-11-03,7,6,0,0,0,0,0
2020-11-03,8,7,0,0,0,0,0
2020-11-03,9,9,0,0,9,0,0
2020-11-03,10,9,0,0,0,0,0
2020-11-03,11,8,0,0,0,0,0
2020-11-03,12,9,0,0,0,0,0
2020-11-03,13,8,0,0,0,0,0
2020-11-03,14,10,0,0,0,0,0
2020-11-03,15,11,0,0,0,0,0
2020-11-03,16,10,0,0,0,0,0
2020-11-03,17,8,0,0,0,0,0
2020-11-03,18,10,0,0,7,0,0
2020-11-03,19,9,0,0,7,0,0
2020-11-03,20,9,0,0,0,0,0
2020-11-03,21,7,0,0,0,0,0
2020-11-03,22,7,0,0,0,0,0
2020-11-03,23,7,0,0,0,0,0
2020-11-03,24,6,0,0,0,0,0
2020-11-04,1,5,0,0,0,0,0
2020-11-04,2,5,0,0,0,0,0
2020-11-04,3,5,0,0,0,0,0
2020-11-04,4,5,0,0,0,0,0
2020-11-04,5,5,0,0,0,0,0
2020-11-04,6,5,0,0,0,0,0
2020-11-04,7,5,0,0,0,0,0
2020-11-04,8,6,0,0,0,0,0
2020-11-04,9,10,0,0,7,0,0
2020-11-04,10,10,0,0,0,0,0
2020-11-04,11,10,0,0,0,0,0
2020-11-04,12,10,0,0,0,0,0
2020-11-04,13,7,0,0,0,0,0
2020-11-04,14,11,0,0,0,0,0
2020-11-04,15,12,0,0,0,0,0
2020-11-04,16,12,0,0,0,0,0
2020-11-04,17,12,0,0,0,0,0
2020-11-04,18,12,0,0,3,0,0
2020-11-04,19,11,0,0,2,0,0
2020-11-04,20,9,0,0,0,0,0
2020-11-04,21,7,0,0,0,0,0
2020-11-04,22,6,0,0,0,0,0
2020-11-04,23,5,0,0,0,0,0
2020-11-04,24,5,0,0,0,0,0
2020-11-05,1,4,0,0,0,0,0
2020-11-05,2,4,0,0,0,0,0
2020-11-05,3,4,0,0,0,0,0
2020-11-05,4,4,0,0,0,0,0
2020-11-05,5,4,0,0,0,0,0
2020-11-05,6,3,0,0,0,0,0
2020-11-05,7,3,0,0,0,0,0
2020-11-05,8,4,0,0,0,0,0
2020-11-05,9,6,0,0,6,0,0
2020-11-05,10,5,0,0,0,0,0
2020-11-05,11,7,0,0,0,0,0
2020-11-05,12,7,0,0,0,0,0
2020-11-05,13,5,0,0,0,0,0
2020-11-05,14,8,0,0,0,0,0
2020-11-05,15,10,0,0,0,0,0
2020-11-05,16,9,0,0,2,0,0
2020-11-05,17,8,0,0,2,0,0
2020-11-05,18,10,0,0,8,0,0
2020-11-05,19,10,0,0,8,0,0
2020-11-05,20,10,0,0,0,0,0
2020-11-05,21,4,0,0,0,0,0
2020-11-05,22,4,0,0,0,0,0
2020-11-05,23,3,0,0,0,0,0
2020-11-05,24,5,0,0,1,0,0
2020-11-06,1,3,0,0,0,0,0
2020-11-06,2,3,0,0,0,0,0
2020-11-06,3,3,0,0,0,0,0
2020-11-06,4,3,0,0,0,0,0
2020-11-06,5,3,0,0,0,0,0
2020-11-06,6,3,0,0,0,0,0
2020-11-06,7,3,0,0,0,0,0
2020-11-06,8,3,0,0,0,0,0
2020-11-06,9,6,0,0,1,0,0
2020-11-06,10,6,0,0,0,0,0
2020-11-06,11,7,0,0,1,0,0
2020-11-06,12,8,0,0,0,0,0
2020-11-06,13,5,0,0,0,0,0
2020-11-06,14,8,0,0,0,0,0
2020-11-06,15,9,0,0,0,0,0
2020-11-06,16,9,0,0,0,0,0
2020-11-06,17,9,0,0,1,0,0
2020-11-06,18,7,0,0,0,0,0
2020-11-06,19,7,0,0,0,0,0
2020-11-06,20,7,0,0,0,0,0
2020-11-06,21,3,0,0,0,0,0
2020-11-06,22,3,0,0,0,0,0
2020-11-06,23,3,0,0,0,0,0
2020-11-06,24,4,0,0,0,0,0
2020-11-07,1,0,0,0,0,0,0
2020-11-07,2,0,0,0,0,0,0
2020-11-07,3,0,0,0,0,0,0
2020-11-07,4,0,0,0,0,0,0
2020-11-07,5,0,0,0,0,0,0
2020-11-07,6,0,0,0,0,0,0
2020-11-07,7,0,0,0,0,0,0
2020-11-07,8,0,0,0,0,0,0
2020-11-07,9,0,0,0,0,0,0
2020-11-07,10,0,0,0,0,0,0
2020-11-07,11,0,0,0,0,0,0
2020-11-07,12,0,0,0,0,0,0
2020-11-07,13,0,0,0,0,0,0
2020-11-07,14,0,0,0,0,0,0
2020-11-07,15,0,0,0,0,0,0
2020-11-07,16,0,0,0,0,0,0
2020-11-07,17,0,0,0,0,0,0
2020-11-07,18,0,0,0,0,0,0
2020-11-07,19,0,0,0,0,0,0
2020-11-07,20,0,0,0,0,0,0
2020-11-07,21,0,0,0,0,0,0
2020-11-07,22,0,0,0,0,0,0
2020-11-07,23,0,0,0,0,0,0
2020-11-07,24,0,0,0,0,0,0
2020-11-08,1,0,0,0,0,0,0
2020-11-08,2,0,0,0,0,0,0
2020-11-08,3,0,0,0,0,0,0
2020-11-08,4,0,0,0,0,0,0
2020-11-08,5,0,0,0,0,0,0
2020-11-08,6,0,0,0,0,0,0
2020-11-08,7,0,0,0,0,0,0
2020-11-08,8,0,0,0,0,0,0
2020-11-08,9,0,0,0,0,0,0
2020-11-08,10,0,0,0,0,0,0
2020-11-08,11,0,0,0,0,0,0
2020-11-08,12,0,0,0,0,0,0
2020-11-08,13,0,0,0,0,0,0
2020-11-08,14,0,0,0,0,0,0
2020-11-08,15,0,0,0,0,0,0
2020-11-08,16,0,0,0,0,0,0
2020-11-08,17,0,0,0,0,0,0
2020-11-08,18,0,0,0,0,0,0
2020-11-08,19,0,0,0,0,0,0
2020-11-08,20,0,0,0,0,0,0
2020-11-08,21,0,0,0,0,0,0
2020-11-08,22,0,0,0,0,0,0
2020-11-08,23,0,0,0,0,0,0
2020-11-08,24,0,0,0,0,0,0
2020-11-09,1,7,0,0,0,0,0
2020-11-09,2,7,0,0,0,0,0
2020-11-09,3,5,0,0,0,0,0
2020-11-09,4,4,0,0,0,0,0
2020-11-09,5,5,0,0,0,0,0
2020-11-09,6,6,0,0,0,0,0
2020-11-09,7,4,0,0,0,0,0
2020-11-09,8,4,0,0,0,0,0
2020-11-09,9,9,0,0,7,0,0
2020-11-09,10,7,0,0,5,0,0
2020-11-09,11,8,0,0,0,0,0
2020-11-09,12,9,0,0,0,0,0
2020-11-09,13,5,0,0,0,0,0
2020-11-09,14,9,0,0,0,0,0
2020-11-09,15,9,0,0,0,0,0
2020-11-09,16,9,0,0,0,0,0
2020-11-09,17,12,0,0,2,0,0
2020-11-09,18,11,0,0,11,0,0
2020-11-09,19,11,0,0,8,0,0
2020-11-09,20,9,0,0,0,0,0
2020-11-09,21,6,0,0,0,0,0
2020-11-09,22,6,0,0,0,0,0
2020-11-09,23,7,0,0,0,0,0
2020-11-09,24,7,0,0,0,0,0
2020-11-10,1,5,0,0,0,0,0
2020-11-10,2,5,0,0,0,0,0
2020-11-10,3,5,0,0,0,0,0
2020-11-10,4,5,0,0,0,0,0
2020-11-10,5,5,0,0,0,0,0
2020-11-10,6,5,0,0,0,0,0
2020-11-10,7,5,0,0,0,0,0
2020-11-10,8,5,0,0,0,0,0
2020-11-10,9,10,0,0,10,0,0
2020-11-10,10,10,0,0,0,0,0
2020-11-10,11,12,0,0,0,0,0
2020-11-10,12,12,0,0,0,0,0
2020-11-10,13,9,0,0,0,0,0
2020-11-10,14,13,0,0,0,0,0
2020-11-10,15,13,0,0,0,0,0
2020-11-10,16,13,0,0,0,0,0
2020-11-10,17,14,0,0,8,0,0
2020-11-10,18,15,0,0,10,0,0
2020-11-10,19,14,0,0,1,0,0
2020-11-10,20,11,0,0,0,0,0
2020-11-10,21,8,0,0,0,0,0
2020-11-10,22,7,0,0,0,0,0
2020-11-10,23,7,0,0,0,0,0
2020-11-10,24,7,0,0,0,0,0
2020-11-11,1,4,0,0,0,0,0
2020-11-11,2,4,0,0,0,0,0
2020-11-11,3,4,0,0,0,0,0
2020-11-11,4,4,0,0,0,0,0
2020-11-11,5,4,0,0,0,0,0
2020-11-11,6,4,0,0,0,0,0
2020-11-11,7,4,0,0,0,0,0
2020-11-11,8,5,0,0,0,0,0
2020-11-11,9,11,0,0,5,0,0
2020-11-11,10,9,0,0,1,0,0
2020-11-11,11,10,0,0,0,0,0
2020-11-11,12,10,0,0,0,0,0
2020-11-11,13,6,0,0,0,0,0
2020-11-11,14,12,0,0,0,0,0
2020-11-11,15,12,0,0,0,0,0
2020-11-11,16,13,0,0,0,0,0
2020-11-11,17,15,0,0,14,0,0
2020-11-11,18,17,0,0,0,0,0
2020-11-11,19,16,0,0,0,0,0
2020-11-11,20,10,0,0,0,0,0
2020-11-11,21,6,0,0,0,0,0
2020-11-11,22,6,0,0,0,0,0
2020-11-11,23,6,0,0,0,0,0
2020-11-11,24,6,0,0,0,0,0
2020-11-12,1,4,0,0,0,0,0
2020-11-12,2,4,0,0,0,0,0
2020-11-12,3,4,0,0,0,0,0
2020-11-12,4,4,0,0,0,0,0
2020-11-12,5,4,0,0,0,0,0
2020-11-12,6,4,0,0,0,0,0
2020-11-12,7,4,0,0,0,0,0
2020-11-12,8,4,0,0,0,0,0
2020-11-12,9,8,0,0,0,0,0
2020-11-12,10,9,0,0,0,0,0
2020-11-12,11,7,0,0,0,0,0
2020-11-12,12,7,0,0,0,0,0
2020-11-12,13,5,0,0,0,0,0
2020-11-12,14,9,0,0,0,0,0
2020-11-12,15,7,0,0,0,0,0
2020-11-12,16,7,0,0,0,0,0
2020-11-12,17,11,0,0,6,0,0
2020-11-12,18,11,0,0,0,0,0
2020-11-12,19,11,0,0,0,0,0
2020-11-12,20,8,0,0,0,0,0
2020-11-12,21,5,0,0,0,0,0
2020-11-12,22,5,0,0,0,0,0
2020-11-12,23,4,0,0,0,0,0
2020-11-12,24,5,0,0,0,0,0
2020-11-13,1,1,0,0,0,0,0
2020-11-13,2,1,0,0,0,0,0
2020-11-13,3,1,0,0,0,0,0
2020-11-13,4,1,0,0,0,0,0
2020-11-13,5,1,0,0,0,0,0
2020-11-13,6,2,0,0,0,0,0
2020-11-13,7,4,0,0,0,0,0
2020-11-13,8,5,0,0,0,0,0
2020-11-13,9,11,0,0,7,0,0
2020-11-13,10,13,0,0,0,0,0
2020-11-13,11,14,0,0,0,0,0
2020-11-13,12,13,0,0,0,0,0
2020-11-13,13,6,0,0,0,0,0
2020-11-13,14,12,0,0,0,0,0
2020-11-13,15,13,0,0,0,0,0
2020-11-13,16,14,0,0,0,0,0
2020-11-13,17,15,0,0,7,0,0
2020-11-13,18,12,0,0,0,0,0
2020-11-13,19,13,0,0,0,0,0
2020-11-13,20,12,0,0,0,0,0
2020-11-13,21,8,0,0,0,0,0
2020-11-13,22,8,0,0,0,0,0
2020-11-13,23,7,0,0,0,0,0
2020-11-13,24,6,0,0,0,0,0
2020-11-14,1,0,0,0,0,0,0
2020-11-14,2,0,0,0,0,0,0
2020-11-14,3,0,0,0,0,0,0
2020-11-14,4,0,0,0,0,0,0
2020-11-14,5,0,0,0,0,0,0
2020-11-14,6,0,0,0,0,0,0
2020-11-14,7,0,0,0,0,0,0
2020-11-14,8,0,0,0,0,0,0
2020-11-14,9,0,0,0,0,0,0
2020-11-14,10,0,0,0,0,0,0
2020-11-14,11,0,0,0,0,0,0
2020-11-14,12,0,0,0,0,0,0
2020-11-14,13,0,0,0,0,0,0
2020-11-14,14,0,0,0,0,0,0
2020-11-14,15,0,0,0,0,0,0
2020-11-14,16,0,0,0,0,0,0
2020-11-14,17,0,0,0,0,0,0
2020-11-14,18,0,0,0,0,0,0
2020-11-14,19,0,0,0,0,0,0
2020-11-14,20,0,0,0,0,0,0
2020-11-14,21,0,0,0,0,0,0
2020-11-14,22,0,0,0,0,0,0
2020-11-14,23,0,0,0,0,0,0
2020-11-14,24,0,0,0,0,0,0
2020-11-15,1,0,0,0,0,0,0
2020-11-15,2,0,0,0,0,0,0
2020-11-15,3,0,0,0,0,0,0
2020-11-15,4,0,0,0,0,0,0
2020-11-15,5,0,0,0,0,0,0
2020-11-15,6,0,0,0,0,0,0
2020-11-15,7,0,0,0,0,0,0
2020-11-15,8,0,0,0,0,0,0
2020-11-15,9,0,0,0,0,0,0
2020-11-15,10,0,0,0,0,0,0
2020-11-15,11,0,0,0,0,0,0
2020-11-15,12,0,0,0,0,0,0
2020-11-15,13,0,0,0,0,0,0
2020-11-15,14,0,0,0,0,0,0
2020-11-15,15,0,0,0,0,0,0
2020-11-15,16,0,0,0,0,0,0
2020-11-15,17,0,0,0,0,0,0
2020-11-15,18,0,0,0,0,0,0
2020-11-15,19,0,0,0,0,0,0
2020-11-15,20,0,0,0,0,0,0
2020-11-15,21,0,0,0,0,0,0
2020-11-15,22,0,0,0,0,0,0
2020-11-15,23,0,0,0,0,0,0
